,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
24,"RT @burningbyte: co.don, Neuer Markt Überlebender jetzt kurz vor der Pleite. In über 20 Jahren kein Geschäftsmodell entwickelt und immer wi…","   .   ,             ü                                     .    ü                        ä                                 …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
34,"Am 13. Juni behauptet die ""Tagesschau"" in ihrer 20-Uhr-Sendung Russland habe den Markt von Donezk angegriffen (Minu… https://t.co/yWdukU3VTh","     .                    ""          ""            -   -                                                       (    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
35,"co.don, Neuer Markt Überlebender jetzt kurz vor der Pleite. In über 20 Jahren kein Geschäftsmodell entwickelt und i… https://t.co/wejaoPAMVH","  .   ,             ü                                     .    ü                        ä                          …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
36,@JackSniper20001 @SabineB19909564 Wo soll man bei soviel blöd anfangen. Die USA hat niemanden gerettet. Die haben n… https://t.co/24A7MRWa0u,                                          ö          .                               .            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
37,"neuer Name
Der Gazprom Germania-&gt; »Securing Energy for Europe GmbH« umbenannt. Damit solle ein deutliches Signal in… https://t.co/uebjyx61tZ","          
                    -&  ; »                               «          .                                     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
38,@FranziskoSir Die Spekulanten müssen sich erst noch á la Neuer Markt so richtig die Finger verbrennen.Dann die Zeit… https://t.co/oZ5TaicYkf,                   ü                    á                                                .             …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
39,@SirKto @Ounk @Bones_Martz @sixtus Was will ein einzelner leidenschaftlicher koch auch gegen große franchises mache… https://t.co/ExUIdo4zFQ,     _                                                                     ß                  …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
40,@methylcytosine @PJorasch @EuroseedsEU @jlugiessen @peter_jahr @Food_EU @juozas_olekas @COPACOGECA @Plant_ETP Weil… https://t.co/ylIKRIHgAh,         _      _    _          _        …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
41,@Karl_Lauterbach Angst ist ein neuer Markt Marketing auf Hochtouren, _                                                             ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
42,"Für Abenteuerlustige: #Toyota bringt #ToyotaRAV4 in neuer #Adventure-Linie auf den Markt. Alle Infos zu Marktstart,… https://t.co/g186H4e0vE"," ü                  : #              #                    #         -                   .                         ,…      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
43,Neuer kulinarischer Hotspot in Markt Sankt Martin https://t.co/oI2rj0fjGx,                                                       :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
44,"@WallmeyerMarvin @a07p @shengfui Zwischen den Zeilen nehme ich Ihre Panik war, kann ich verstehen. Legen Sie den Bi… https://t.co/mENifoFNuB","                                                    ,                   .                 …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
45,"@TorstenEngel4 Ich befürchte wirklich, dass hier noch lange nicht unten ist! Die Gründe dafür habe ich mehrfach gen… https://t.co/lMzu38JJO5","          ü              ,                                     !       ü       ü                       …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
46,IRW-News: Else Nutrition Holdings Inc.: Else Nutrition steigt in den kanadischen Markt ein und erreicht so Millione… https://t.co/ZtrsNyXfvs,   -    :                            .:                                                                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
47,Else Nutrition steigt in den kanadischen Markt ein und erreicht so Millionen neuer potenzieller Kunden… https://t.co/5CycLe1zCK,                                                                                                      …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
48,"|Neuer Beitrag von A.S.| Frauen nächste Saison (Antwort)

Die Frauenmannschaft ist ja aufgestiegen. Es gab in der a… https://t.co/Jd6Y0exe2R","|                   . .|         ä             (       )

                                        .                …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
49,Else Nutrition steigt in den kanadischen Markt ein und erreicht so Millionen neuer potenzieller Kunden ... https://t.co/D2t1oQ8ErZ,                                                                                                       ...      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
50,"|Neuer Beitrag von hjs frauenversteher| Frauen nächste Saison

Die Frauenmannschaft ist ja aufgestiegen. Es gab in… https://t.co/tuxgWyperg","|                                     |         ä            

                                        .          …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
51,RT @dpa_CC: Für Aldi Nord haben wir kürzlich die Eröffnung des „Checkpoint Aldi“ in Berlin via Video begleitet. Das Ergebnis ist ein spanne…,  ü                       ü             ö           „               “                              .                            …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
52,Else Nutrition steigt in den kanadischen Markt ein und erreicht so Millionen neuer potenzieller Kunden https://t.co/l0XMhq7KGw,                                                                                                            :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
53,@DrPuerner Völlig richtig: Das Geschäftsmodell von Big Pharma basiert auf kranken - und nicht auf gesunden - Mensch… https://t.co/pSXWgUJ4X4,   ö            :          ä                                             -                        -       …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
54,"RT @CyrusdelaRubia: Wann kommt die #Rezession in den #USA? Die meisten akademischen Forscher glauben, dass es in H1 2023 so weit ist (Quell…","                #                 #   ?                                          ,                                (     …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
55,"2735. Empfehlung für die Sparkasse Vorpommern, S-Stelle Stralsund Neuer Markt: super! https://t.co/oIdp90UcLx","    .             ü                          ,  -                            :      !      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
56,"Wann kommt die #Rezession in den #USA? Die meisten akademischen Forscher glauben, dass es in H1 2023 so weit ist (Q… https://t.co/OxvqlXBPbn","               #                 #   ?                                          ,                                ( …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
57,RT @Barbara43549050: Aber die EU ist nicht die Welt. Nächstes Jahr bringt Mazda einen extrem vielversprechenden Diesel-Hybrid auf den Markt…,                               .  ä                                                               -                    …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
58,"RT @YEAccount1: @OffiGameWave @levizepam @BonjwaHonor Das war aber auch eine andere Zeit. Heute sind das Grundfunktionen, die man erwarten…","                                         .                               ,                 …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
59,"@Meulebln @marinRaid @baron_v22 Ein neuer riesiger Markt, direkt erreichbar.... Das wird Präferenzen und Preise beeinflussen","     _                            ,                  ....            ä                                ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
60,"@OffiGameWave @levizepam @BonjwaHonor Das war aber auch eine andere Zeit. Heute sind das Grundfunktionen, die man e… https://t.co/L3UCHod41u","                                        .                               ,          …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
61,@butterhimmel @gaborhalasz1 @HannoDann Innovation kommt im Automobilbau immer von oben.  Insofern finde ich es eher… https://t.co/yQqtl7za9V,                                                      .                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
62,"@MauriceWeber42 Mobilegames sind doch schon seit langer Zeit erfolgreicher als Konsolen und PC. Es ist ein anderer,… https://t.co/QymciP8WjX","                                                                                  .                   ,…      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
63,"@Barbara43549050 @JanaSchimke Das Merz seine eigene Klientel beschimpft, weiß er nicht mal. Was an einem Yuppie jet… https://t.co/RkVFXUebqk","                                                     ,    ß             .                        …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
64,"RT @Investor_BI: War es nicht das Eingreifen der Staaten durch ESG-Regeln, Verbot neuer Bohrungen etc. Das hier keine neuen Player mehr auf…","                                                  -      ,                           .                                     …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
66,"War es nicht das Eingreifen der Staaten durch ESG-Regeln, Verbot neuer Bohrungen etc. Das hier keine neuen Player m… https://t.co/OO8Rz0XQdK","                                                 -      ,                           .                              …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
67,Störung: Fahrzeugstörung Neuer Markt bis ca. 23:00 Uhr: Verzögerungen auf Linie 30.  https://t.co/MOYnTwErCl,  ö    :           ö                       .   :      :     ö                     .       :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
68,RT @ALDINord_Presse: Ein außergewöhnlicher #ALDI Nord Markt im Herzen #Berlins: Mit dem #CheckpointALDI an der Friedrichstraße hat nicht nu…,       ß     ö         #                          #       :         #                                   ß              …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
70,Seit heute auf dem Markt. Neuer Blockbuster. https://t.co/wIDg0h5pE4,                        .                  .      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
71,@crady_tom @FlugschuleE Selbstgesrickte geshaddete(was immer das ist) Tangas? Ist vlt. ein neuer Markt?, _                                (                 )       ?        .                ?,0.0,0.0,neutral,0.0,0.0,0.0,0.0
72,"Der Markt fragmentiert, wie eine gute alte Festplatte aus 1989. 😂 Oder belebt Konkurrenz das Geschäft? Was meint ih… https://t.co/gRXgeLCGIl","                      ,                                       . 😂                                 ä  ?             …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
73,@knalltueten_ag @CBGSpender Ich mag ja einfachen und pragmatische Lösungen. Zudem entsteht ein ganz neuer Markt 🥰, _                                            ö      .                                     🥰,0.0,0.0,neutral,0.0,0.0,0.0,0.0
74,Am 1. Juni wurde Peter Sieber zum Vice President Strategic Marketing der #Hima Group ernannt. In dieser Funktion so… https://t.co/hn8UcQcZPc,    .                                                                    #                  .                      …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
75,"@DanielBrosowski @thebbcollector Ich gebe die Hoffnung nicht auf, dass BlackBerry eines Tages neue Telefone auf den… https://t.co/0e7QBnipHa","                                   ,                                                  …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
76,"@ntvde Ich bin auch begeistert, drei Impfungen und immer hin gegen schwere Verläufe geschützt. Nach einem halben Ja… https://t.co/FAjQxbltWr","                         ,                                                ä         ü   .                     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
77,"RT @SvenIsHell: Neuer #DritteWahl-Smasher ""Das Regelt Der Markt"": https://t.co/M0uRYE0OlC
#playlistfromhell","       #          -        ""                    "":      :// .  /          
#                ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
78,"Neuer #DritteWahl-Smasher ""Das Regelt Der Markt"": https://t.co/M0uRYE0OlC
#playlistfromhell","      #          -        ""                    "":      :// .  /          
#                ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
79,@HenzeTimon @adri_mls @db11fs @maxim_k @MartGuenzel @pstnrt Dann haben auch die renew europ Fraktion- wenn das denn… https://t.co/nJ5QiOO2G0,   _           _                                              -              …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
80,RT @GereonKruse: Aus dem früheren Neuer Markt-Unternehmen Mühl Product &amp; Service soll nach der HV am 20. Juli 2022 die Meta Wolf AG werden.…,           ü                 -             ü           &   ;                               .                                  .…,0.0,0.0,neutral,0.0,1.0,0.0,0.0
81,Aus dem früheren Neuer Markt-Unternehmen Mühl Product &amp; Service soll nach der HV am 20. Juli 2022 die Meta Wolf AG… https://t.co/Nwg2zsWylM,          ü                 -             ü           &   ;                               .                           …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
82,"Neuer #Rewe Markt ab heute auf dem #Anger. Geräumig, modern und top Öffnungszeiten. Das entlastet den randvollen Re… https://t.co/2Tv4OKA03x","      #                            #     .    ä    ,                ö             .                                …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
83,Aber die EU ist nicht die Welt. Nächstes Jahr bringt Mazda einen extrem vielversprechenden Diesel-Hybrid auf den Ma… https://t.co/mBtlSgjYTD,                              .  ä                                                               -                 …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
84,"OneUp Carbon E-Bar: E-MTB-Lenker mit Stealth-Kabelführung: https://t.co/YDPb17Jhe4
Mit E-Bikes kann man länger und… https://t.co/YD3ASVQg1t","              -   :  -   -                  -      ü     :      :// .  /          
     -                ä        …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
85,"@AnnievonBo @bitterlemmer @AnaLogica18 Es sind auch gar nicht unbedingt die Transpersonen, sondern ihre Lobby, die… https://t.co/Cuuf9pj1jY","                                                          ,                   ,    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
86,"RT @Coolsten: FAZUA RIDE 60: neuer Antrieb in passenden E-Bikes

Mit dem FAZUA RIDE 60 will die Zweirad-Schmiede ihre ersten Elektrofahrräd…","              :                             -     

                                      -                                 ä …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
87,"FAZUA RIDE 60: neuer Antrieb in passenden E-Bikes

Mit dem FAZUA RIDE 60 will die Zweirad-Schmiede ihre ersten Elek… https://t.co/X6yi7W3Whe","             :                             -     

                                      -                         …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
88,"RT @eNeFaLf: @NurderK @sanice77 @beyond_ideology Weil es am (Wahl-)Markt funktioniert. Weil die meisten eben ""alte""* Parteien wählen. Er we…","        _                    (    -)                  .                       ""    ""*           ä    .      …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
89,"@NurderK @sanice77 @beyond_ideology Weil es am (Wahl-)Markt funktioniert. Weil die meisten eben ""alte""* Parteien wä… https://t.co/Yy4KZANu13","       _                    (    -)                  .                       ""    ""*           ä…      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
90,RT @Biokraftstoff: Mit seinem Beschluss lokal emmissionsfreier neuer Pkw + leichter Nutzfahrzeuge ab 2035 hat das EU-Parlament nach Ansicht…,                                                       +                                          -                      …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
91,@carmenwirth Sollen die doch froh sein wenn durch sowas ein neuer Markt für User mit neueren PCs „erschlossen“ wird… diese Gemeinis 🥺😂,                                                              ü                       „           “     …                🥺😂,0.0,0.0,neutral,0.0,1.0,0.0,0.0
92,RT @FAZ_Eil: Das EU-Parlament will den Verkauf von Neuwagen mit Verbrennungsmotor ab 2035 verbieten. Eine Mehrheit der Abgeordneten stimmte…,       -                                                                               .                                       …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
93,"RT @DAydurmus: Eine Agrarpolitik, die die Verantwortung auf die Konsumentinnen und Konsumenten schiebt, ist verantwortungslos. Weder Markt…","                  ,                                                                     ,                      .            …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
94,"Eine Agrarpolitik, die die Verantwortung auf die Konsumentinnen und Konsumenten schiebt, ist verantwortungslos. Wed… https://t.co/cCfI0WUHT9","                 ,                                                                     ,                      .    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
97,"@Mirdoejal2 @panzer_michael @DLFNachrichten Ich meinte, dass ab 2026 keine neuen Verbrennermodelle vorgestellt werd… https://t.co/lzSklKG0CH","    _                    ,                                                            …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
98,"#LUNA, der native Token der neuen #Terra-#Blockchain, ist nach einem anfänglichen Höhenflug am ersten Handelstag au… https://t.co/g2oPOFyKqb","#    ,                            #     -#          ,                   ä          ö                               …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
99,@WDRaktuell Bin gespannt wann auffällt wie vieleLadysäulen und die dafür sorgende Infrastruktur fehlen. Ganz zu sch… https://t.co/oqgGIuLaHQ,                        ä                  ä                ü                               .            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
100,Mit seinem Beschluss lokal emmissionsfreier neuer Pkw + leichter Nutzfahrzeuge ab 2035 hat das EU-Parlament nach An… https://t.co/3dVo3HrpxU,                                                      +                                          -                 …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
102,Für Aldi Nord haben wir kürzlich die Eröffnung des „Checkpoint Aldi“ in Berlin via Video begleitet. Das Ergebnis is… https://t.co/BfxeKnQ4NF, ü                       ü             ö           „               “                              .                …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
103,Auch im zweiten Corona-Jahr gehörten viele #Pizza-Anbieter zu den Gewinnern. Zudem drängte ein neuer großer Player… https://t.co/RmTQ06s6d0,                      -        ö           #     -                         .         ä                  ß         …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
104,"RT @faznet: Das #EU-Parlament will den Verkauf von Neuwagen mit #Verbrenner verbieten. Eine Mehrheit der Abgeordneten stimmte dafür, dass H…","     #  -                                            #                    .                                           ü ,       …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
106,"Gute Nachricht, besser wäre ab 2030 gewesen.
Der Markt regelt das vielleicht eh schon früher, aber die heilige Kuh… https://t.co/doKWdUStRa","              ,         ä                  .
                                           ü   ,                     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
107,Brauereistraße: Neuer DHL Paketshop im REWE Markt eröffnet https://t.co/gWIr8IwvFQ,            ß :                                     ö           :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
109,Das EU-Parlament will den Verkauf von Neuwagen mit Verbrennungsmotor ab 2035 verbieten. Eine Mehrheit der Abgeordne… https://t.co/0qEzZyUjns,      -                                                                               .                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
111,Das EU-Parlament will den Verkauf von Neuwagen mit Verbrennungsmotor ab 2035 verbieten. Eine Mehrheit der Abgeordne… https://t.co/dTjI4OVJ4v,      -                                                                               .                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
112,Das EU-Parlament will den Verkauf von Neuwagen mit Verbrennungsmotor ab 2035 verbieten. Eine Mehrheit der Abgeordne… https://t.co/Zzgkxytwqx,      -                                                                               .                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
113,Das EU-Parlament will den Verkauf von Neuwagen mit Verbrennungsmotor ab 2035 verbieten. Eine Mehrheit der Abgeordne… https://t.co/zQ3WW7Djv3,      -                                                                               .                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
114,Der Besuch im Bühler Bürgerhaus Neuer Markt wird teurer. Zur neuen Saison müssen Veranstalter und Gäste zum Teil de… https://t.co/ogQPtFyPq4,               ü      ü                                .                   ü                       ä               …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
115,"@Nelena951 @AliCologne Kapitalismus wird immer auf dem Rücken der Schwächsten ausgetragen, wenn er nicht entspreche… https://t.co/kp89fUDpQB","                                       ü             ä                  ,                         …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
116,"Der 140. Kunde hat die Kreissparkasse Köln, Meckenheim, Neuer Markt empfohlen. Danke! https://t.co/7kDnHqX7jY","       .                               ö  ,           ,                      .      !      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
117,"Seit Jahren zeigt sich, dass das Oligopol der Ölkonzerne nicht funktioniert. Aus diesem Grund MUSS der Staat reguli… https://t.co/KEB1olV3u0","                      ,                       ö                            .                                       …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
118,"@ThermoLC @Angriffsmacht @heiseonline „Sobald (…) auf den Markt kommt“ ist nicht ganz schlüssig, da kein anderer St… https://t.co/MqP7MJ2n1p","      „       (…)                    “                    ü    ,                   …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
119,Der Chromecast erhält einen Ableger im Budget-Bereich: Der neue Chromecast HD mit Google TV hat die Zertifizierung… https://t.co/mAGTvV2YON,                  ä                          -       :                                                            …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
